Country,Country_Code,Region,Income_Group,Year,Internet_Usage_Pct,Household_Internet_Access_Pct,Smartphone_Adoption_Pct,Mobile_Subscriptions_per_100,Fixed_Broadband_per_100,Avg_Fixed_Download_Speed_Mbps,Avg_Mobile_Download_Speed_Mbps,Network_Coverage_4G_Pct,Availability_5G_Pct,Broadband_Monthly_Cost_USD,Mobile_Data_Cost_per_GB_USD,Connectivity_Cost_Pct_Income,Digital_Literacy_Pct,Urbanization_Pct,Population_Millions
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2019,82.34,70.77,82.82,97.04,27.37,65.79,35.92,82.9,0.0,37.46,1.53,3.43,81.2,62.34,17.74
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2020,83.72,72.77,82.67,98.66,27.94,66.09,40.44,84.87,1.37,38.59,1.51,3.04,81.51,62.78,17.88
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2021,84.27,75.22,84.51,99.23,28.98,74.09,41.59,85.92,4.51,36.95,1.35,3.09,81.53,62.88,18.02
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2022,85.94,76.23,87.25,101.34,29.27,73.8,40.93,86.47,11.77,37.1,1.41,3.12,81.82,63.28,18.16
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2023,86.62,77.37,89.1,101.51,29.65,81.94,45.64,88.08,17.84,35.4,1.45,2.98,81.95,63.71,18.3
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2024,90.11,78.56,91.76,104.5,30.74,,48.88,89.02,22.4,34.66,1.17,2.81,82.6,63.9,18.44
Guatemala,GTM,Latin America & Caribbean,Upper-Middle Income,2025,89.99,81.38,91.55,108.12,30.81,88.68,49.99,89.85,27.4,32.26,1.24,2.47,82.55,64.15,18.59
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2018,49.98,59.82,50.15,98.38,18.2,35.33,21.76,62.83,0.0,,1.02,7.78,76.43,63.85,10.4
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2019,50.3,61.76,52.72,99.62,18.38,41.58,23.76,64.43,0.0,37.34,1.16,7.57,76.55,64.32,10.48
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2020,53.04,61.62,51.5,101.23,19.43,47.0,24.19,63.63,0.0,37.4,1.13,7.26,76.6,64.54,10.57
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2021,54.4,64.81,56.37,101.34,20.22,49.24,26.79,65.46,0.14,36.02,1.01,7.1,77.1,64.94,10.65
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2022,55.53,64.89,56.9,105.55,20.54,55.72,24.27,67.45,3.42,34.66,0.93,6.59,77.0,65.22,10.73
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2023,56.8,67.12,58.7,105.29,21.34,55.0,29.54,67.44,5.57,34.47,0.85,6.51,77.31,65.47,10.82
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2024,57.96,,58.9,109.77,21.37,55.84,29.42,68.44,8.06,34.2,0.74,6.25,77.41,65.68,10.9
Honduras,HND,Latin America & Caribbean,Lower-Middle Income,2025,58.96,69.34,61.62,111.93,22.64,64.52,31.07,70.28,11.32,34.6,0.65,6.25,77.62,66.06,10.98
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2018,79.61,87.13,71.54,125.01,23.02,74.37,61.15,94.73,0.0,46.48,2.94,2.61,87.04,75.53,6.3
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2019,80.49,87.97,72.64,125.95,23.97,79.85,64.9,94.34,0.0,45.7,2.8,2.33,87.42,75.85,6.35
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2020,82.46,87.07,72.43,129.01,23.91,84.26,69.69,96.41,0.0,45.84,2.61,2.32,87.68,76.22,6.4
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2021,82.32,89.96,74.17,129.44,25.76,92.14,73.43,97.46,6.06,44.55,2.48,2.27,87.68,76.6,6.45
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2022,85.19,90.0,76.99,132.13,25.08,105.09,77.08,97.92,12.56,44.66,2.4,2.32,87.89,76.89,6.5
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2023,86.02,94.68,77.76,135.22,26.05,107.43,82.1,98.66,17.87,41.05,2.22,2.0,88.36,76.98,6.55
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2024,88.0,96.72,79.75,134.1,26.87,114.31,87.63,99.9,23.21,42.96,2.26,2.2,88.48,77.58,6.6
El Salvador,SLV,Latin America & Caribbean,Upper-Middle Income,2025,88.67,95.75,81.65,135.66,27.94,116.31,91.97,99.7,29.42,39.86,2.16,2.33,88.33,77.77,6.65
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2018,40.38,38.23,51.72,82.18,9.22,27.15,15.48,62.8,0.0,40.66,2.59,5.22,80.5,39.33,6.9
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2019,40.5,39.56,53.02,84.34,9.9,29.25,16.09,63.67,0.0,42.48,2.66,4.98,80.55,39.73,6.96
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2020,44.32,40.68,52.56,87.35,9.76,28.29,16.6,64.25,0.0,40.93,2.38,4.98,80.97,40.01,7.01
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2021,44.51,43.34,55.38,89.73,10.83,32.72,18.38,65.46,0.0,38.87,2.51,4.92,80.89,40.32,7.07
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2022,46.52,44.52,57.7,90.49,10.66,36.59,19.32,65.48,2.42,39.03,2.12,4.45,81.16,40.73,7.12
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2023,47.56,45.51,59.92,91.41,11.35,,21.97,66.96,6.3,37.63,2.26,4.29,81.29,40.96,7.18
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2024,47.44,45.98,59.48,95.11,12.48,38.73,24.14,69.17,8.96,35.48,2.07,4.34,81.51,41.36,7.23
Nicaragua,NIC,Latin America & Caribbean,Lower-Middle Income,2025,49.36,50.4,61.82,93.6,12.7,37.79,23.91,68.29,10.22,,2.04,4.13,81.62,41.54,7.29
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2018,62.97,,43.26,89.03,18.61,55.18,29.15,78.75,0.0,20.36,4.9,4.46,87.42,54.14,12.2
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2019,62.95,61.16,43.19,91.66,19.05,58.14,30.86,78.81,0.0,19.45,4.76,4.59,87.68,54.28,12.3
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2020,64.67,62.88,44.59,94.01,19.34,61.16,33.03,80.3,0.0,19.2,4.38,4.07,87.76,54.71,12.4
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2021,68.36,63.43,45.69,94.25,20.34,65.96,34.04,81.09,1.29,18.42,4.37,4.13,88.08,54.97,12.49
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2022,68.72,65.73,51.05,94.06,21.17,69.31,36.36,82.46,3.4,,4.28,3.89,88.39,55.24,12.59
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2023,69.4,67.01,51.66,98.48,20.82,72.74,37.43,83.0,4.49,17.6,3.94,3.92,88.44,55.67,12.69
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2024,71.1,67.73,54.8,100.84,21.91,75.65,39.91,83.36,8.49,17.16,3.72,3.5,88.63,55.89,12.79
Bolivia,BOL,Latin America & Caribbean,Lower-Middle Income,2025,73.49,69.51,54.47,100.46,22.11,84.69,43.25,84.6,10.43,17.57,3.61,3.4,88.94,56.24,12.88
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2018,74.57,75.79,68.44,98.51,20.34,56.48,68.12,87.17,0.0,20.12,3.26,3.63,95.81,83.87,6.7
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2019,76.02,74.53,68.49,100.26,20.73,59.64,72.28,88.92,0.0,21.23,3.24,3.73,96.13,84.21,6.75
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2020,76.09,77.03,70.79,104.1,20.88,63.26,77.04,88.53,0.0,19.57,3.07,3.65,96.07,84.56,6.81
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2021,79.12,78.86,71.44,105.17,21.54,65.29,83.67,89.55,7.41,20.96,3.02,3.68,96.32,84.8,6.86
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2022,79.65,81.07,75.66,106.51,22.19,73.13,87.81,91.42,14.21,18.36,2.86,3.39,96.48,84.88,6.91
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2023,80.48,81.12,74.97,107.76,23.48,74.54,94.33,91.88,17.02,18.88,2.85,3.41,96.7,85.35,6.97
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2024,81.61,82.52,77.42,108.09,23.0,79.63,97.6,92.69,27.08,19.52,2.69,3.18,,85.59,7.02
Paraguay,PRY,Latin America & Caribbean,Upper-Middle Income,2025,84.36,85.95,79.75,111.51,24.03,85.64,99.98,94.18,28.31,19.35,2.63,2.97,97.04,85.92,7.08
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2018,62.64,71.2,78.69,120.58,19.1,105.1,38.23,84.19,0.0,34.71,2.26,2.87,81.42,80.06,2.8
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2019,63.47,72.0,80.2,122.46,19.57,106.85,39.85,85.17,0.0,34.0,2.24,2.99,81.7,80.31,2.82
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2020,66.67,75.28,82.73,124.56,20.03,117.46,43.96,86.16,0.61,33.76,2.15,2.82,81.77,80.7,2.84
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2021,67.06,76.72,83.54,127.55,20.94,126.49,48.57,87.87,5.8,34.21,2.13,2.71,82.2,80.88,2.87
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2022,68.83,77.6,85.48,130.06,20.99,131.36,50.73,88.62,11.98,32.27,2.0,2.76,82.19,81.18,2.89
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2023,69.5,77.26,88.36,128.54,21.78,142.82,52.69,90.52,16.49,31.67,1.71,2.78,82.56,81.45,2.91
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2024,70.94,80.96,88.29,131.8,22.02,151.07,55.62,90.92,23.36,31.44,1.85,2.28,82.7,81.98,2.93
Jamaica,JAM,Latin America & Caribbean,Upper-Middle Income,2025,73.29,82.4,90.28,134.04,23.31,157.65,58.97,92.57,29.51,30.07,1.67,2.41,82.92,82.14,2.96
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2018,85.42,84.39,92.38,152.71,46.99,182.9,109.3,97.19,0.0,29.66,1.05,0.94,92.48,90.77,1.5
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2019,88.77,84.84,95.89,154.2,47.98,205.54,117.63,97.53,1.37,25.79,0.84,0.99,92.83,91.14,1.51
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2020,88.17,88.65,97.48,157.29,48.62,214.54,124.69,99.9,13.27,26.25,1.18,1.1,93.01,91.4,1.52
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2021,89.47,88.87,99.0,159.66,48.98,228.45,131.9,99.82,21.05,26.26,0.86,0.72,93.2,91.71,1.54
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2022,90.25,90.64,99.0,160.12,50.4,247.29,138.46,99.9,32.77,26.64,0.94,0.88,93.52,91.97,1.55
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2023,92.02,92.41,99.0,161.93,50.1,264.81,147.89,99.9,44.44,24.32,0.92,1.02,93.8,92.35,1.56
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2024,93.38,94.69,99.0,163.79,50.79,276.78,154.16,99.9,54.81,24.53,0.86,0.88,93.72,92.55,1.57
Trinidad and Tobago,TTO,Latin America & Caribbean,High Income,2025,94.65,94.48,99.0,167.26,51.58,289.97,162.28,99.9,69.31,24.78,0.85,0.8,93.97,92.94,1.58
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2018,71.06,64.56,66.73,120.67,17.24,96.51,53.35,88.06,0.0,36.03,2.92,2.25,91.43,70.15,0.8
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2019,72.87,65.49,66.23,124.37,18.0,111.81,57.24,90.69,0.0,35.55,2.68,2.23,91.78,70.42,0.81
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2020,73.88,67.05,70.09,125.63,18.64,118.46,60.07,91.54,2.97,36.52,2.82,2.04,91.75,70.66,0.81
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2021,75.53,67.54,73.23,128.59,18.65,125.26,64.93,92.49,5.95,34.6,2.61,2.24,92.22,71.04,0.82
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2022,78.75,69.08,73.74,128.4,19.73,,67.95,92.47,10.28,34.56,2.55,2.24,92.41,71.46,0.83
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2023,78.97,71.87,76.26,131.23,20.08,147.18,73.77,93.06,18.28,32.88,2.41,1.93,92.34,71.54,0.83
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2024,79.96,73.41,75.24,130.84,20.72,154.28,75.92,94.91,25.46,31.4,2.21,2.02,92.72,71.96,0.84
Guyana,GUY,Latin America & Caribbean,Upper-Middle Income,2025,80.12,75.64,78.58,132.3,20.74,162.68,81.53,96.39,29.81,31.18,2.1,1.9,92.88,72.34,0.84
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2018,66.04,83.38,78.19,118.46,31.42,105.94,66.31,94.05,0.0,39.14,2.56,2.97,92.81,56.96,0.6
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2019,67.12,83.84,81.31,121.65,31.95,115.33,68.76,94.43,0.0,39.28,2.41,2.96,93.0,57.45,0.6
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2020,66.62,87.22,83.66,122.2,31.86,125.97,73.46,95.11,2.72,36.99,2.34,2.89,92.92,57.68,0.61
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2021,69.97,87.76,84.46,125.91,32.83,130.43,80.04,97.16,6.31,37.64,2.29,2.91,93.46,57.81,0.61
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2022,70.54,90.62,84.4,127.94,33.73,139.42,83.01,98.07,9.29,37.17,2.15,2.94,93.66,58.24,0.62
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2023,73.71,90.03,87.38,127.41,34.36,145.91,86.92,99.61,16.76,35.45,2.05,2.64,94.07,58.44,0.62
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2024,74.97,92.74,88.56,132.68,35.29,156.54,91.68,98.99,19.71,33.8,1.99,2.69,93.96,58.99,0.63
Suriname,SUR,Latin America & Caribbean,Upper-Middle Income,2025,75.5,94.69,91.36,131.2,35.39,164.87,98.18,99.9,30.5,35.16,1.91,2.49,94.34,59.23,0.63
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2018,80.54,82.61,63.17,129.7,17.86,65.6,65.22,85.52,0.0,41.63,3.09,3.0,80.17,61.12,0.4
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2019,82.98,85.05,65.04,127.47,18.29,70.38,70.75,84.9,0.0,42.27,3.0,2.74,80.23,61.55,0.4
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2020,83.57,86.27,64.95,131.98,19.51,74.28,76.63,85.79,0.0,40.23,2.65,2.78,80.63,61.75,0.41
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2021,83.46,88.02,65.6,131.54,20.23,79.16,81.05,87.25,5.46,39.42,2.62,2.57,80.52,62.02,0.41
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2022,86.54,89.66,69.85,136.52,20.12,84.55,86.8,87.2,10.24,38.98,2.71,2.38,81.02,62.38,0.41
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2023,88.27,90.8,71.06,137.06,22.18,97.14,88.88,90.46,16.95,38.87,2.31,2.6,81.08,62.59,0.42
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2024,91.38,91.47,74.29,137.95,22.74,98.93,94.96,90.26,23.98,37.21,2.22,2.3,81.43,62.87,0.42
Belize,BLZ,Latin America & Caribbean,Upper-Middle Income,2025,92.36,94.97,75.4,140.14,22.54,103.36,98.08,90.53,29.3,37.13,2.34,2.27,81.71,63.33,0.42
Haiti,HTI,Latin America & Caribbean,Low Income,2018,26.5,37.63,33.84,52.14,4.84,19.08,22.59,35.58,0.0,53.98,5.8,19.43,54.39,39.05,11.6
Haiti,HTI,Latin America & Caribbean,Low Income,2019,29.47,37.71,37.42,53.87,5.28,18.86,20.97,36.45,0.0,51.33,5.44,18.9,54.47,39.33,11.69
Haiti,HTI,Latin America & Caribbean,Low Income,2020,29.7,41.36,38.1,60.84,6.01,22.75,22.26,37.8,0.0,50.5,5.44,18.3,54.57,39.68,11.79
Haiti,HTI,Latin America & Caribbean,Low Income,2021,30.83,42.68,41.09,60.3,6.23,19.0,19.69,38.5,0.0,49.35,5.01,17.7,55.14,39.92,11.88
Haiti,HTI,Latin America & Caribbean,Low Income,2022,32.81,42.68,41.68,61.79,7.43,19.14,26.71,40.91,0.57,47.61,4.77,17.15,,40.17,11.97
Haiti,HTI,Latin America & Caribbean,Low Income,2023,33.86,45.69,42.49,61.72,8.15,27.66,29.53,41.02,1.32,46.98,4.6,16.49,55.38,40.57,12.06
Haiti,HTI,Latin America & Caribbean,Low Income,2024,37.59,47.95,45.7,65.16,8.9,24.57,28.67,40.83,1.96,46.69,4.27,15.84,55.27,40.73,12.16
Haiti,HTI,Latin America & Caribbean,Low Income,2025,38.29,49.65,49.31,67.8,9.2,26.5,30.18,43.58,3.37,45.56,4.21,15.84,55.66,41.09,12.25
Bahamas,BHS,Latin America & Caribbean,High Income,2018,97.73,83.69,95.02,142.22,31.55,121.96,112.26,94.67,0.0,46.96,0.93,1.28,90.64,94.66,0.4
Bahamas,BHS,Latin America & Caribbean,High Income,2019,98.52,86.58,96.9,144.49,31.36,132.51,120.75,96.07,0.4,44.7,0.98,1.44,90.82,95.08,0.4
Bahamas,BHS,Latin America & Caribbean,High Income,2020,99.5,85.72,96.42,145.2,32.51,134.61,128.32,95.33,13.29,44.31,0.9,1.36,90.91,95.18,0.41
Bahamas,BHS,Latin America & Caribbean,High Income,2021,99.5,89.4,99.0,148.29,33.25,152.11,138.2,97.52,21.03,43.14,0.86,1.48,90.87,95.56,0.41
Bahamas,BHS,Latin America & Caribbean,High Income,2022,99.5,88.6,99.0,149.75,33.34,161.19,144.67,99.72,35.4,41.8,0.77,1.34,91.33,95.88,0.41
Bahamas,BHS,Latin America & Caribbean,High Income,2023,99.5,91.48,99.0,152.39,34.89,173.11,154.25,98.64,46.37,41.49,0.75,1.22,91.46,96.12,0.42
Bahamas,BHS,Latin America & Caribbean,High Income,2024,99.5,91.06,99.0,154.68,35.15,177.68,160.68,99.9,57.41,39.99,0.82,1.06,91.68,96.34,0.42
Bahamas,BHS,Latin America & Caribbean,High Income,2025,99.5,95.04,99.0,156.33,36.49,192.09,169.39,99.9,66.78,39.47,0.58,1.09,91.85,96.8,0.42
Barbados,BRB,Latin America & Caribbean,High Income,2018,97.9,98.19,91.57,119.7,45.45,87.04,50.55,96.73,0.0,41.23,1.76,1.57,94.46,79.13,0.3
Barbados,BRB,Latin America & Caribbean,High Income,2019,98.52,98.22,92.8,123.23,45.97,92.88,54.98,97.89,0.0,41.18,1.73,1.66,94.52,79.37,0.3
Barbados,BRB,Latin America & Caribbean,High Income,2020,99.5,99.8,95.94,123.94,46.32,101.14,57.64,97.86,11.72,40.32,1.64,1.33,94.69,79.71,0.3
Barbados,BRB,Latin America & Caribbean,High Income,2021,99.5,99.8,97.2,126.63,47.37,109.88,63.34,99.9,23.57,38.9,1.4,1.35,95.08,80.09,0.31
Barbados,BRB,Latin America & Caribbean,High Income,2022,99.5,99.8,98.12,127.24,47.38,118.63,67.25,99.71,38.08,37.53,1.46,1.23,95.25,80.16,0.31
Barbados,BRB,Latin America & Caribbean,High Income,2023,99.5,99.8,99.0,129.6,48.55,124.41,69.97,99.9,45.27,37.75,1.44,1.32,95.46,80.72,0.31
Barbados,BRB,Latin America & Caribbean,High Income,2024,99.5,99.8,99.0,132.2,48.65,126.13,74.84,99.9,56.16,37.92,1.36,0.95,95.42,80.86,0.31
Barbados,BRB,Latin America & Caribbean,High Income,2025,99.5,99.8,99.0,132.95,49.19,139.4,79.57,99.9,66.11,36.9,1.29,1.04,95.82,81.17,0.32
United Arab Emirates,ARE,Middle East & North Africa,High Income,2018,98.06,89.05,86.74,121.92,46.55,179.67,69.38,95.07,0.0,50.51,1.62,1.02,99.23,75.88,9.4
United Arab Emirates,ARE,Middle East & North Africa,High Income,2019,98.76,90.22,88.42,122.41,46.61,196.21,75.81,95.88,1.25,48.0,1.35,0.9,99.62,76.29,9.48
United Arab Emirates,ARE,Middle East & North Africa,High Income,2020,99.5,91.29,88.27,125.6,47.5,205.47,79.39,96.98,12.85,47.05,1.45,0.94,99.88,76.44,9.55
United Arab Emirates,ARE,Middle East & North Africa,High Income,2021,99.5,93.44,91.43,127.4,46.97,219.83,83.67,96.72,22.21,45.83,1.47,0.66,99.9,76.76,9.63
United Arab Emirates,ARE,Middle East & North Africa,High Income,2022,99.5,95.11,91.07,128.85,48.54,238.24,90.19,99.07,35.13,45.0,1.34,0.95,99.9,77.22,9.7
United Arab Emirates,ARE,Middle East & North Africa,High Income,2023,99.5,96.94,93.55,130.64,48.89,249.85,94.93,99.9,43.02,45.16,1.31,0.84,99.9,77.52,9.78
United Arab Emirates,ARE,Middle East & North Africa,High Income,2024,99.5,98.32,95.04,131.67,50.16,265.41,98.29,99.9,59.27,42.14,1.12,0.68,99.9,77.68,9.85
United Arab Emirates,ARE,Middle East & North Africa,High Income,2025,99.5,98.77,97.4,133.09,50.01,273.61,104.2,99.9,68.8,41.51,1.24,0.6,99.9,78.17,9.93
Saudi Arabia,SAU,Middle East & North Africa,High Income,2018,88.33,98.27,86.97,140.96,37.55,122.72,137.95,95.83,0.0,56.04,0.76,0.97,90.28,88.94,36.4
Saudi Arabia,SAU,Middle East & North Africa,High Income,2019,89.79,98.95,87.61,141.05,38.6,131.52,148.46,96.91,2.95,55.74,0.77,0.91,90.4,89.3,36.69
Saudi Arabia,SAU,Middle East & North Africa,High Income,2020,89.59,99.8,89.27,142.28,39.39,138.46,156.2,99.55,12.5,52.53,0.74,0.89,90.85,89.49,36.98
Saudi Arabia,SAU,Middle East & North Africa,High Income,2021,92.05,99.8,89.02,146.59,39.64,142.57,167.75,99.9,19.39,52.35,0.68,0.36,90.85,89.87,37.27
Saudi Arabia,SAU,Middle East & North Africa,High Income,2022,92.64,99.8,91.43,149.01,41.3,155.19,178.28,99.85,28.82,53.27,0.57,0.83,91.12,90.22,37.56
Saudi Arabia,SAU,Middle East & North Africa,High Income,2023,95.83,99.8,93.7,151.41,40.67,167.62,187.81,99.9,46.76,51.04,0.85,1.01,91.31,90.59,37.86
Saudi Arabia,SAU,Middle East & North Africa,High Income,2024,95.67,99.8,95.69,150.75,41.64,179.41,197.79,99.9,56.85,48.81,0.47,0.73,91.43,90.69,38.15
Saudi Arabia,SAU,Middle East & North Africa,High Income,2025,98.23,99.8,96.72,155.47,42.54,189.81,206.76,99.9,67.81,49.44,0.49,0.54,91.56,90.98,38.44
Qatar,QAT,Middle East & North Africa,High Income,2018,87.55,97.58,86.72,153.71,33.93,190.81,119.12,98.18,0.0,53.65,1.82,1.36,91.41,72.89,2.7
Qatar,QAT,Middle East & North Africa,High Income,2019,87.37,96.77,88.8,152.89,34.32,212.48,129.86,99.9,0.0,54.09,1.61,1.33,91.64,73.14,2.72
Qatar,QAT,Middle East & North Africa,High Income,2020,90.01,99.62,90.51,155.87,35.31,219.75,136.65,99.58,10.64,51.58,1.57,1.36,91.78,73.51,2.74
Qatar,QAT,Middle East & North Africa,High Income,2021,90.71,99.49,90.03,159.05,35.6,242.69,144.83,99.9,21.01,50.35,1.7,1.32,91.97,73.8,2.76
Qatar,QAT,Middle East & North Africa,High Income,2022,92.28,99.8,93.33,161.29,36.09,254.57,152.02,99.9,31.7,50.73,1.47,1.17,92.08,73.96,2.79
Qatar,QAT,Middle East & North Africa,High Income,2023,92.99,99.8,94.0,161.13,37.46,274.96,161.14,99.9,39.96,47.84,1.31,1.22,92.29,74.37,2.81
Qatar,QAT,Middle East & North Africa,High Income,2024,94.94,99.8,97.18,164.02,36.57,289.43,170.36,99.9,59.14,47.64,1.52,1.24,92.48,74.66,2.83
Qatar,QAT,Middle East & North Africa,High Income,2025,98.56,99.8,98.35,165.46,37.84,305.72,179.27,99.9,66.14,49.08,1.18,0.9,92.87,74.92,2.85
Kuwait,KWT,Middle East & North Africa,High Income,2018,97.02,93.76,92.57,133.41,31.4,103.78,109.02,96.73,0.0,33.19,1.23,0.62,,79.05,4.3
Kuwait,KWT,Middle East & North Africa,High Income,2019,96.56,94.69,94.09,135.01,33.08,109.01,118.62,96.77,0.94,30.7,1.19,0.63,96.06,79.46,4.33
Kuwait,KWT,Middle East & North Africa,High Income,2020,99.5,95.92,95.85,138.14,33.56,116.4,127.22,97.95,11.02,32.14,1.07,0.52,,79.69,4.37
Kuwait,KWT,Middle East & North Africa,High Income,2021,99.5,97.5,96.31,140.65,33.89,124.12,135.69,99.22,20.24,30.56,1.03,0.71,96.28,79.92,4.4
Kuwait,KWT,Middle East & North Africa,High Income,2022,99.5,97.92,96.52,140.49,34.51,132.73,144.53,99.9,35.83,28.77,0.95,0.3,96.62,80.2,4.44
Kuwait,KWT,Middle East & North Africa,High Income,2023,99.5,99.8,99.0,142.69,36.17,142.64,151.23,99.9,37.61,28.61,0.93,0.82,96.73,80.49,4.47
Kuwait,KWT,Middle East & North Africa,High Income,2024,99.5,99.8,99.0,145.43,35.59,149.33,159.09,99.9,54.17,28.54,0.91,0.51,96.96,80.86,4.51
Kuwait,KWT,Middle East & North Africa,High Income,2025,99.5,99.8,99.0,150.42,36.41,157.02,167.65,99.9,66.36,26.75,1.03,0.57,97.18,81.04,4.54
Bahrain,BHR,Middle East & North Africa,High Income,2018,94.96,87.77,86.42,114.31,31.63,131.83,92.3,98.1,0.0,35.63,1.6,1.71,97.7,72.95,1.5
Bahrain,BHR,Middle East & North Africa,High Income,2019,96.86,88.85,88.27,116.94,31.7,145.14,101.43,98.92,0.81,33.05,1.58,1.54,97.79,73.24,1.51
Bahrain,BHR,Middle East & North Africa,High Income,2020,97.34,89.16,88.76,119.66,32.93,157.43,104.86,99.29,15.76,32.83,1.52,2.0,98.09,73.78,1.52
Bahrain,BHR,Middle East & North Africa,High Income,2021,98.22,90.9,89.45,120.36,33.65,161.2,112.31,99.9,20.5,33.59,1.29,1.48,98.3,74.03,1.54
Bahrain,BHR,Middle East & North Africa,High Income,2022,99.5,93.37,91.61,122.04,34.28,172.98,119.7,99.9,35.81,32.86,1.43,1.49,98.6,74.29,1.55
Bahrain,BHR,Middle East & North Africa,High Income,2023,99.5,93.49,96.17,123.74,34.31,184.75,126.62,99.9,43.41,29.82,1.24,1.59,,74.53,1.56
Bahrain,BHR,Middle East & North Africa,High Income,2024,99.5,95.15,95.79,125.02,35.45,196.28,131.91,99.9,52.02,30.92,1.15,1.62,98.96,74.88,1.57
Bahrain,BHR,Middle East & North Africa,High Income,2025,99.5,97.07,97.43,126.94,35.93,209.78,137.56,99.9,67.39,28.24,1.09,1.62,99.09,75.19,1.58
